"Treatment_name","Treatment_number","Leaf_Ear_mass","Stem_mass","Sim_biom","Sim_yield","Sim_HI","RUE","Sim_Emer_Anth_days","Sim_Emer_Matur_days","No_exper","Repetition","Training_treatments","ML_model"
"9H",8,294.868197725337,228.773214629177,938.35037179645,414.708959443256,0.44195534195751,0.183065712451935,46,75,6,7,"1H,7H,9C,15C,14C,1C","XG_boost"
"10C",9,240.431225670989,175.07900824974,807.612855294708,392.102621373979,0.485508147627115,0.406664252281189,43,64,6,7,"1H,7H,9C,15C,14C,1C","XG_boost"
"14C",10,559.415070339888,529.543615439889,1881.08113476131,792.122448985856,0.421099565748591,0.376707017421722,95,138,6,7,"1H,7H,9C,15C,14C,1C","XG_boost"
"14H",11,484.424391386247,438.506639120451,1655.87190396865,732.940873462001,0.442631384532433,0.855565905570984,90,130,6,7,"1H,7H,9C,15C,14C,1C","XG_boost"
"15C",12,471.57516030341,423.325440621499,1452.05789140137,557.15729047647,0.383701843966264,0.369158327579498,80,111,6,7,"1H,7H,9C,15C,14C,1C","XG_boost"
"1C",1,314.594273124409,249.037118952132,1021.33793598641,457.706543910084,0.448144074339145,0.446074560719417,46,72,6,7,"1H,7H,9C,15C,14C,1C","Random_forests"
"1H",2,236.102343056442,170.959167091549,741.705333408621,334.64382326063,0.451181632633978,0.168291492279812,46,68,6,7,"1H,7H,9C,15C,14C,1C","Random_forests"
"2C",3,241.375051722104,175.980335221297,738.368405556603,321.013018613202,0.434759960200645,0.262303298643626,43,64,6,7,"1H,7H,9C,15C,14C,1C","Random_forests"
"7C",4,491.319883387228,446.705511908151,1661.10188827436,723.07649297906,0.435299302278339,0.239630796468995,87,125,6,7,"1H,7H,9C,15C,14C,1C","Random_forests"
"7H",5,439.700989382692,386.224237591111,1479.2935173806,653.368290406792,0.44167589645341,0.179886504393764,76,121,6,7,"1H,7H,9C,15C,14C,1C","Random_forests"
"8C",6,387.824074453131,327.627264734784,1329.67775801034,614.226418822423,0.46193629631101,0.2778270011372,63,102,6,7,"1H,7H,9C,15C,14C,1C","Random_forests"
"9C",7,374.350794117364,312.790729232651,1271.12812366614,583.986600316122,0.459423868800739,0.212894914510455,51,86,6,7,"1H,7H,9C,15C,14C,1C","Random_forests"
"9H",8,333.543036989866,268.878256757756,1106.33121427882,503.909920531219,0.455478354065696,0.21583872012344,50,82,6,7,"1H,7H,9C,15C,14C,1C","Random_forests"
"10C",9,234.851349163518,169.77292858374,751.133999941579,346.509722194321,0.461315453995254,0.297769164680896,43,65,6,7,"1H,7H,9C,15C,14C,1C","Random_forests"
"14C",10,490.686890601814,445.951372708867,1649.80935600886,713.171092698254,0.432274850485466,0.13146935866889,95,137,6,7,"1H,7H,9C,15C,14C,1C","Random_forests"
"14H",11,441.139933453268,387.881644879896,1491.39340423523,662.371825902067,0.444129512723522,0.236371131211537,87,127,6,7,"1H,7H,9C,15C,14C,1C","Random_forests"
"15C",12,472.673868993352,424.618581312481,1483.08305685365,585.790606547827,0.394981659213732,0.14372715134891,80,111,6,7,"1H,7H,9C,15C,14C,1C","Random_forests"
"1C",1,271.092266378446,211.43128340811,863.516879933981,380.993330149514,0.441211213124916,0.196332588791847,49,77,6,8,"1H,2C,9H,8C,9C,15C","XG_boost"
"1H",2,199.512389659711,143.90499305785,615.948968527051,272.531585809491,0.442458060220815,0.135385677218437,47,68,6,8,"1H,2C,9H,8C,9C,15C","XG_boost"
"2C",3,176.142608777066,123.076783823941,508.060144311851,208.840751710844,0.411055175354704,0.0421920530498028,43,63,6,8,"1H,2C,9H,8C,9C,15C","XG_boost"
"7C",4,497.778740172202,453.288942846744,1703.78091239062,752.713229371705,0.441789917880669,0.429233521223068,85,120,6,8,"1H,2C,9H,8C,9C,15C","XG_boost"
"7H",5,438.742913738845,386.875166901719,1434.74446097091,609.126380330344,0.424553916673176,0.588887929916382,77,109,6,8,"1H,2C,9H,8C,9C,15C","XG_boost"
"8C",6,387.866797928711,331.433506426365,1250.46748393105,531.167179575971,0.424774883314967,0.03172742202878,64,100,6,8,"1H,2C,9H,8C,9C,15C","XG_boost"
"9C",7,385.517015410082,328.915641263453,1315.01365584438,600.580999170851,0.456710845930502,0.0425426848232746,51,85,6,8,"1H,2C,9H,8C,9C,15C","XG_boost"
"9H",8,333.492408337441,274.205257734176,1075.19508803524,467.497421963628,0.434802416013554,0.0151264760643244,47,78,6,8,"1H,2C,9H,8C,9C,15C","XG_boost"
"10C",9,218.752846332131,161.53017189613,646.79946039713,266.516442168869,0.412054212298244,0.296830266714096,44,64,6,8,"1H,2C,9H,8C,9C,15C","XG_boost"
"14C",10,528.272991492857,488.405525513199,1783.22714771379,766.548630707926,0.429865949321538,0.350113719701767,92,131,6,8,"1H,2C,9H,8C,9C,15C","XG_boost"
"14H",11,508.376985016055,465.433193365455,1661.46182615562,687.651647774167,0.41388350725174,0.381720006465912,91,120,6,8,"1H,2C,9H,8C,9C,15C","XG_boost"
"15C",12,492.501844043904,447.266738144129,1551.12314743917,611.354565251159,0.394136704271659,0.0697262957692146,80,111,6,8,"1H,2C,9H,8C,9C,15C","XG_boost"
"1C",1,327.927664612293,268.475537925439,1072.53287230013,476.129669762405,0.443930141498889,0.187594933106575,49,79,6,8,"1H,2C,9H,8C,9C,15C","Random_forests"
"1H",2,272.546454955921,212.855566597158,855.214921990674,369.812900439472,0.432421010123003,0.170134764589404,47,70,6,8,"1H,2C,9H,8C,9C,15C","Random_forests"
"2C",3,203.298498142189,147.340339171263,591.717446973576,241.078609660124,0.407421837725346,0.171326460920574,43,63,6,8,"1H,2C,9H,8C,9C,15C","Random_forests"
"7C",4,511.996761290316,469.595878338417,1727.52315903619,745.930519407525,0.431791907104558,0.333919751824527,87,121,6,8,"1H,2C,9H,8C,9C,15C","Random_forests"
"7H",5,463.563977528331,414.53733878239,1497.14078793322,619.039471622503,0.413481134581255,0.400951643398925,80,109,6,8,"1H,2C,9H,8C,9C,15C","Random_forests"
"8C",6,382.402551396415,325.584424186752,1235.37091065405,527.383935070879,0.426903313428082,0.157921885416173,64,100,6,8,"1H,2C,9H,8C,9C,15C","Random_forests"
"9C",7,371.194526852262,313.653852487082,1248.51310953834,563.664730198998,0.451468811895313,0.171029140882797,51,85,6,8,"1H,2C,9H,8C,9C,15C","Random_forests"
"9H",8,333.057920680863,273.757005836441,1078.50048051482,471.685553997525,0.437353123637335,0.204357498644586,47,78,6,8,"1H,2C,9H,8C,9C,15C","Random_forests"
"10C",9,203.127613014102,147.184931575751,595.71027480338,245.397730213527,0.411941409428473,0.588574992131566,43,64,6,8,"1H,2C,9H,8C,9C,15C","Random_forests"
"14C",10,538.071658378676,499.801124802283,1838.00091970015,800.128136519518,0.435325210092959,0.403254293724052,92,131,6,8,"1H,2C,9H,8C,9C,15C","Random_forests"
"14H",11,498.943421237364,454.620323558088,1650.20996123763,696.646216442207,0.422156109104889,0.358236977118664,88,123,6,8,"1H,2C,9H,8C,9C,15C","Random_forests"
"15C",12,451.76662880249,401.341251790309,1469.16907052028,616.061189927478,0.41932627244141,0.154058321588734,80,110,6,8,"1H,2C,9H,8C,9C,15C","Random_forests"
"1C",1,329.434571523582,249.655883518437,1088.2596200572,509.169165015194,0.467874719994143,0.176473364233971,47,79,6,9,"14C,9H,15C,2C,9C,10C","XG_boost"
"1H",2,278.188992285588,200.982827816644,815.03546501238,335.863644912131,0.412084699783009,0.180753335356712,45,71,6,9,"14C,9H,15C,2C,9C,10C","XG_boost"
"2C",3,185.148107357214,119.2237283988,510.48451811987,206.112682363856,0.403758929111063,0.143520921468735,43,63,6,9,"14C,9H,15C,2C,9C,10C","XG_boost"
"7C",4,424.868087731593,345.982060216448,1542.86411787564,772.013969927595,0.500377162825316,0.769917905330658,87,121,6,9,"14C,9H,15C,2C,9C,10C","XG_boost"
"7H",5,433.969048765617,355.516509201625,1332.79473434211,543.309176374866,0.407646550796926,0.493041455745697,81,109,6,9,"14C,9H,15C,2C,9C,10C","XG_boost"
"8C",6,376.943388658632,296.745975155969,1379.79950043927,706.110136624669,0.511748363729566,0.971135795116425,65,98,6,9,"14C,9H,15C,2C,9C,10C","XG_boost"
"9C",7,404.925723908213,325.292301930089,1320.85893184047,590.640906008925,0.447164259385318,0.0623658783733845,51,85,6,9,"14C,9H,15C,2C,9C,10C","XG_boost"
"9H",8,347.41483106234,267.266148781951,1073.30252785704,458.621548012752,0.4272994203493,0.154396802186966,47,78,6,9,"14C,9H,15C,2C,9C,10C","XG_boost"
"10C",9,227.616482605393,155.379968301059,501.683382467951,118.686931561499,0.236577362753451,0.154992893338203,39,54,6,9,"14C,9H,15C,2C,9C,10C","XG_boost"
"14C",10,522.616316307281,451.231503757477,1594.2497572645,620.401937199983,0.389149776798149,0.0885131061077118,95,138,6,9,"14C,9H,15C,2C,9C,10C","XG_boost"
"14H",11,419.379155647505,340.259450855577,1335.19978690358,575.561180400496,0.431067459750921,0.633874952793121,91,123,6,9,"14C,9H,15C,2C,9C,10C","XG_boost"
"15C",12,502.42481490927,428.993907509972,1516.63684446481,585.21812204563,0.385865689720958,0.131865501403809,80,110,6,9,"14C,9H,15C,2C,9C,10C","XG_boost"
"1C",1,338.153935433474,258.162787725569,1035.46901517476,439.152292015717,0.424109544158211,0.283428478402088,49,77,6,9,"14C,9H,15C,2C,9C,10C","Random_forests"
"1H",2,281.592450825482,204.142124160334,799.103584335292,313.369009351045,0.392150674197902,0.398032554699521,46,68,6,9,"14C,9H,15C,2C,9C,10C","Random_forests"
"2C",3,217.596888199172,146.66220480947,591.241663092215,226.982570083573,0.383908280239329,0.305722425449905,43,63,6,9,"14C,9H,15C,2C,9C,10C","Random_forests"
"7C",4,435.309905690834,356.926043865802,1561.7618931024,769.525943545763,0.492729363512078,0.61942429632571,87,125,6,9,"14C,9H,15C,2C,9C,10C","Random_forests"
"7H",5,451.322947336509,373.853383966608,1333.32273914516,508.146407842046,0.381112834067343,0.323354576007371,83,109,6,9,"14C,9H,15C,2C,9C,10C","Random_forests"
"8C",6,393.062843023491,313.119883146627,1399.80266616357,693.619940021578,0.495512658168154,0.683401036379173,65,102,6,9,"14C,9H,15C,2C,9C,10C","Random_forests"
"9C",7,394.281517490884,314.365628648703,1269.16096011808,560.513813991237,0.441641235118898,0.191052611926974,51,85,6,9,"14C,9H,15C,2C,9C,10C","Random_forests"
"9H",8,342.093631276635,262.026966550258,1065.24035221831,461.119754391422,0.432878601933509,0.146677954921056,47,78,6,9,"14C,9H,15C,2C,9C,10C","Random_forests"
"10C",9,315.528273085625,236.22013847415,755.764891020245,204.016479460546,0.269947019085703,0.590170929493897,39,54,6,9,"14C,9H,15C,2C,9C,10C","Random_forests"
"14C",10,490.146569528793,415.593812218075,1570.21976640458,664.47938465774,0.423176041261559,0.660447466977832,95,133,6,9,"14C,9H,15C,2C,9C,10C","Random_forests"
"14H",11,437.26809561315,358.986735717059,1410.64438274233,614.38955141212,0.435538225599942,0.239807743588037,92,126,6,9,"14C,9H,15C,2C,9C,10C","Random_forests"
"15C",12,479.419565451472,403.96401781768,1445.5820269183,562.198443649156,0.388908019870484,0.166453397405897,80,109,6,9,"14C,9H,15C,2C,9C,10C","Random_forests"
"1C",1,287.502591947712,233.626312402272,878.672308430845,357.543404082767,0.406913249287754,0.507261395454407,47,71,6,10,"10C,7H,9C,14H,1H,14C","XG_boost"
"1H",2,200.838902118467,147.030106242847,627.247576953238,279.378568591925,0.44540398218669,0.0653590336441994,47,68,6,10,"10C,7H,9C,14H,1H,14C","XG_boost"
"2C",3,220.301842467785,165.677061827423,513.423124779368,127.44422048416,0.248224542941898,0.764203548431396,39,54,6,10,"10C,7H,9C,14H,1H,14C","XG_boost"
"7C",4,496.654948873508,473.151130789655,1783.06232480522,813.25624514214,0.456100851792144,0.422481864690781,80,128,6,10,"10C,7H,9C,14H,1H,14C","XG_boost"
"7H",5,488.432891028533,463.063957765095,1676.30503133565,724.808182542069,0.432384422281757,0.0409571677446365,76,121,6,10,"10C,7H,9C,14H,1H,14C","XG_boost"
"8C",6,377.618699655113,332.185210586727,1228.16922831002,518.365318068185,0.422063430771232,0.379005610942841,62,91,6,10,"10C,7H,9C,14H,1H,14C","XG_boost"
"9C",7,387.989190761313,344.008583485661,1342.40665010096,610.408875853989,0.454712345032021,0.192296743392944,51,86,6,10,"10C,7H,9C,14H,1H,14C","XG_boost"
"9H",8,332.597884605104,281.972924811231,1095.62557321928,481.054763802967,0.439068579231389,0.202845141291618,47,80,6,10,"10C,7H,9C,14H,1H,14C","XG_boost"
"10C",9,221.576079437048,166.915157387712,504.911798138043,116.420561313282,0.230576036730781,0.434846639633179,39,54,6,10,"10C,7H,9C,14H,1H,14C","XG_boost"
"14C",10,492.587841818871,468.15530720611,1637.1559208588,676.412771833883,0.413163317687577,0.0425423234701157,95,138,6,10,"10C,7H,9C,14H,1H,14C","XG_boost"
"14H",11,486.432794275235,460.617582568649,1633.74337644498,686.692999601135,0.42031876578767,0.0978760197758675,87,129,6,10,"10C,7H,9C,14H,1H,14C","XG_boost"
"15C",12,370.144464533166,323.722090567433,1223.68455831679,529.818003216187,0.432969427958596,0.247189342975616,70,114,6,10,"10C,7H,9C,14H,1H,14C","XG_boost"
"1C",1,354.84513120218,306.553938811694,1176.96416597751,515.565095963641,0.438046553044751,0.215468884039494,49,80,6,10,"10C,7H,9C,14H,1H,14C","Random_forests"
"1H",2,226.824743554376,172.03671645965,707.845010682632,308.983550668606,0.436513002148067,0.19648054292485,47,68,6,10,"10C,7H,9C,14H,1H,14C","Random_forests"
"2C",3,244.234388875713,189.269403862055,566.226825049359,132.723032362412,0.234399054391042,0.795351801926242,42,56,6,10,"10C,7H,9C,14H,1H,14C","Random_forests"
"7C",4,450.825364798982,417.562851703232,1556.99493602638,688.60671952417,0.442266511978239,0.196701396756044,82,127,6,10,"10C,7H,9C,14H,1H,14C","Random_forests"
"7H",5,432.355531671945,395.612065994086,1459.27920734517,631.311609679134,0.432618793238112,0.242117998348889,76,121,6,10,"10C,7H,9C,14H,1H,14C","Random_forests"
"8C",6,386.20990897445,341.973420152558,1247.81781245146,519.634483324451,0.416434577339122,0.215468884039494,62,91,6,10,"10C,7H,9C,14H,1H,14C","Random_forests"
"9C",7,344.31063019617,294.856677276515,1151.56418809991,512.396880627225,0.444957290199068,0.271260107488149,51,85,6,10,"10C,7H,9C,14H,1H,14C","Random_forests"
"9H",8,308.898684509602,256.309599309494,1003.25384080452,438.045556985694,0.436624849234984,0.247561953020959,49,80,6,10,"10C,7H,9C,14H,1H,14C","Random_forests"
"10C",9,230.530991232973,175.67408360532,533.017086071321,126.812011233028,0.237913595167678,0.632157819233309,39,54,6,10,"10C,7H,9C,14H,1H,14C","Random_forests"
"14C",10,485.021528451937,458.893182469842,1641.02444580256,697.109734880812,0.424801554092562,0.15784537847804,95,138,6,10,"10C,7H,9C,14H,1H,14C","Random_forests"
"14H",11,481.128195914417,454.143563829766,1603.88204850451,668.610288760352,0.416869987031637,0.203864655319852,87,129,6,10,"10C,7H,9C,14H,1H,14C","Random_forests"
"15C",12,419.371497531786,380.342797097507,1422.36730950652,622.653014877227,0.437758243398642,0.252053272845171,74,116,6,10,"10C,7H,9C,14H,1H,14C","Random_forests"
"1C",1,332.186526009574,268.630109393769,1060.36783798281,459.551202579533,0.433388477204062,0.0614378862082958,49,79,7,1,"2C,14C,8C,9H,15C,9C,7C","XG_boost"
"1H",2,292.346186620483,226.129559488497,880.016648787015,361.540902682082,0.4108341622632,0.146205991506577,48,72,7,1,"2C,14C,8C,9H,15C,9C,7C","XG_boost"
"2C",3,190.126690670425,126.608756089414,529.53491503506,212.799468275221,0.401861071353778,0.0891195312142372,43,63,7,1,"2C,14C,8C,9H,15C,9C,7C","XG_boost"
"7C",4,490.886532339101,454.764895707221,1665.92606365571,720.274635609586,0.432356904260814,0.336778044700623,86,124,7,1,"2C,14C,8C,9H,15C,9C,7C","XG_boost"
"7H",5,427.195075649345,377.071799485104,1381.41230996966,577.145434835213,0.417793754022568,0.588839292526245,77,111,7,1,"2C,14C,8C,9H,15C,9C,7C","XG_boost"
"8C",6,441.82580070607,394.58395588991,1462.48534920259,626.075592606606,0.428090163739398,0.512023687362671,64,100,7,1,"2C,14C,8C,9H,15C,9C,7C","XG_boost"
"9C",7,391.379847861396,335.088692066257,1227.41191404332,500.943374115664,0.408129796023786,0.095425009727478,51,86,7,1,"2C,14C,8C,9H,15C,9C,7C","XG_boost"
"9H",8,346.875599104723,284.765487427841,1109.92275271606,478.281666183499,0.430914372205734,0.204277709126472,47,78,7,1,"2C,14C,8C,9H,15C,9C,7C","XG_boost"
"10C",9,272.120162328369,205.29705828937,827.364019924427,349.946799326536,0.42296593869105,0.185023173689842,44,65,7,1,"2C,14C,8C,9H,15C,9C,7C","XG_boost"
"14C",10,504.907430224901,472.361784318416,1610.62866816686,633.359453624106,0.393237414769828,0.0186079125851393,95,133,7,1,"2C,14C,8C,9H,15C,9C,7C","XG_boost"
"14H",11,503.711584443004,470.85423006972,1597.49115000563,622.925335493424,0.389939772430807,-0.183989018201828,93,127,7,1,"2C,14C,8C,9H,15C,9C,7C","XG_boost"
"15C",12,470.174466364705,429.089786132395,1501.04442535197,601.780172854895,0.400907636503689,0.0570483468472958,80,111,7,1,"2C,14C,8C,9H,15C,9C,7C","XG_boost"
"1C",1,363.99177683629,303.868818587373,1192.47405988944,524.613464465773,0.439937003337762,0.174315789881583,49,80,7,1,"2C,14C,8C,9H,15C,9C,7C","Random_forests"
"1H",2,331.993649720527,268.419866391805,1028.23880133149,427.825285219233,0.416075803271799,0.338137365167127,47,72,7,1,"2C,14C,8C,9H,15C,9C,7C","Random_forests"
"2C",3,244.155057448368,177.376122891679,713.138648413784,291.607468073737,0.408907116059902,0.220100621189264,43,65,7,1,"2C,14C,8C,9H,15C,9C,7C","Random_forests"
"7C",4,507.12204987222,475.15694737453,1752.82148005422,770.542482808137,0.439601232399491,0.162815720593564,86,124,7,1,"2C,14C,8C,9H,15C,9C,7C","Random_forests"
"7H",5,458.7503696021,415.094727913976,1490.39877506078,616.553677544715,0.413683698525296,0.570965114872821,81,113,7,1,"2C,14C,8C,9H,15C,9C,7C","Random_forests"
"8C",6,389.694743598441,333.145229593419,1272.65404730029,549.814074108425,0.43202162856022,0.277325362940223,64,100,7,1,"2C,14C,8C,9H,15C,9C,7C","Random_forests"
"9C",7,397.901913535111,342.638112438993,1314.46735476042,573.927328786856,0.436623493697539,0.155321653553141,51,85,7,1,"2C,14C,8C,9H,15C,9C,7C","Random_forests"
"9H",8,346.804326504595,284.686613294715,1122.45277759725,490.961837797948,0.437400884560073,0.414327626618677,47,79,7,1,"2C,14C,8C,9H,15C,9C,7C","Random_forests"
"10C",9,295.597819259204,229.526697188941,900.528230299892,375.403713854864,0.416870566878118,0.372663426614507,44,67,7,1,"2C,14C,8C,9H,15C,9C,7C","Random_forests"
"14C",10,502.343619631783,469.131219462197,1662.01140169939,690.536562605893,0.415482446089013,0.336522965406565,95,134,7,1,"2C,14C,8C,9H,15C,9C,7C","Random_forests"
"14H",11,476.989597393374,437.495373069922,1498.08989972332,583.604929260081,0.389566026289789,0.696498852440621,93,124,7,1,"2C,14C,8C,9H,15C,9C,7C","Random_forests"
"15C",12,467.860833382819,426.245815947137,1480.42446828412,586.31781895419,0.396047101027557,0.106709584131562,80,110,7,1,"2C,14C,8C,9H,15C,9C,7C","Random_forests"
"1C",1,271.58916896954,212.680946781021,873.641076650736,389.370960900414,0.445687561295927,-0.0124605018645525,46,71,7,2,"1H,7H,1C,9C,10C,2C,15C","XG_boost"
"1H",2,211.156435662858,157.456594011566,665.924164162655,297.311134501138,0.446463952655904,0.109523773193359,47,68,7,2,"1H,7H,1C,9C,10C,2C,15C","XG_boost"
"2C",3,191.733917935058,140.315354128512,560.976934858486,228.92766283462,0.408087478484958,0.105699345469475,43,63,7,2,"1H,7H,1C,9C,10C,2C,15C","XG_boost"
"7C",4,574.288977240298,520.234419457885,1904.92568953584,810.40229283784,0.425424622750143,0.862517297267914,87,123,7,2,"1H,7H,1C,9C,10C,2C,15C","XG_boost"
"7H",5,502.205854973792,443.222130852236,1669.92026652185,724.49228069583,0.433848426910117,0.235907003283501,76,121,7,2,"1H,7H,1C,9C,10C,2C,15C","XG_boost"
"8C",6,434.51167156687,372.830438674202,1441.06468898358,633.722578742503,0.439759979955852,0.37134063243866,67,101,7,2,"1H,7H,1C,9C,10C,2C,15C","XG_boost"
"9C",7,380.949898390074,318.614637980226,1291.92550305047,592.360966680166,0.458510158117861,-0.00599085818976164,51,86,7,2,"1H,7H,1C,9C,10C,2C,15C","XG_boost"
"9H",8,300.694344137081,240.182000596894,987.635318280202,446.758973546251,0.452352164080366,0.371278941631317,46,79,7,2,"1H,7H,1C,9C,10C,2C,15C","XG_boost"
"10C",9,214.560446416587,160.49333854542,484.210070998595,109.156286048465,0.225431672297418,0.241809204220772,39,54,7,2,"1H,7H,1C,9C,10C,2C,15C","XG_boost"
"14C",10,540.847243440142,484.25660545647,1887.7677272534,862.663878356833,0.456975646899082,0.962892949581146,90,132,7,2,"1H,7H,1C,9C,10C,2C,15C","XG_boost"
"14H",11,508.782405476208,450.163929703039,1726.64615674495,767.699821565713,0.444619077607058,0.0458842068910599,87,126,7,2,"1H,7H,1C,9C,10C,2C,15C","XG_boost"
"15C",12,514.611934868951,456.331834772808,1591.99973932222,621.055969680469,0.390110597596504,0.268615067005157,80,111,7,2,"1H,7H,1C,9C,10C,2C,15C","XG_boost"
"1C",1,278.771985726326,219.416946484006,897.252282836575,399.06335062639,0.444761588529806,0.213697675847844,46,71,7,2,"1H,7H,1C,9C,10C,2C,15C","Random_forests"
"1H",2,205.653602207247,152.567633993152,642.13321109332,283.911974911743,0.44213874941672,0.250615806648087,47,68,7,2,"1H,7H,1C,9C,10C,2C,15C","Random_forests"
"2C",3,191.224288643986,139.869973113647,548.466282709716,217.372020952083,0.396327044714854,0.3166202287615,43,63,7,2,"1H,7H,1C,9C,10C,2C,15C","Random_forests"
"7C",4,532.485909603399,475.327585873271,1756.18228281565,748.368787339005,0.42613388978003,0.36366499071716,85,121,7,2,"1H,7H,1C,9C,10C,2C,15C","Random_forests"
"7H",5,469.755714987565,409.231984463966,1596.00043555895,717.012736107414,0.449255977713004,0.166884347589714,76,120,7,2,"1H,7H,1C,9C,10C,2C,15C","Random_forests"
"8C",6,390.580847162446,328.259802047743,1301.84534333225,583.004694122061,0.447829457706382,0.331541596022435,62,99,7,2,"1H,7H,1C,9C,10C,2C,15C","Random_forests"
"9C",7,360.345055724693,298.139537703668,1207.10137128749,548.616777859132,0.454491056765165,0.179088641538967,51,85,7,2,"1H,7H,1C,9C,10C,2C,15C","Random_forests"
"9H",8,307.61767806502,246.802325139366,1009.33401986731,454.914016662932,0.45070710756657,0.260343794327769,47,79,7,2,"1H,7H,1C,9C,10C,2C,15C","Random_forests"
"10C",9,202.627468429399,149.889864064163,477.823852861615,125.306520397183,0.262244171459298,0.546878731272957,39,54,7,2,"1H,7H,1C,9C,10C,2C,15C","Random_forests"
"14C",10,520.299113471614,462.362237453032,1840.67809872255,858.016747797922,0.466141661811151,0.809376430814391,90,132,7,2,"1H,7H,1C,9C,10C,2C,15C","Random_forests"
"14H",11,505.780779916938,446.993421249455,1732.62724970531,779.853048538924,0.450098570636911,0.217194552424571,87,126,7,2,"1H,7H,1C,9C,10C,2C,15C","Random_forests"
"15C",12,478.03683735177,417.863966122359,1501.13817558477,605.23737211064,0.403185650697924,0.261143068746298,80,110,7,2,"1H,7H,1C,9C,10C,2C,15C","Random_forests"
"1C",1,257.361663833502,201.172153791375,823.082263164014,364.54844554759,0.442906452808529,0.316596955060959,46,69,7,3,"2C,1C,9C,14C,10C,7H,9H","XG_boost"
"1H",2,202.765577748423,148.77621171544,608.946656301719,257.404866837857,0.422705115750432,0.235936731100082,45,67,7,3,"2C,1C,9C,14C,10C,7H,9H","XG_boost"
"2C",3,200.924798579014,147.069135480247,592.922249955404,244.928315896143,0.413086734246463,0.148387789726257,43,64,7,3,"2C,1C,9C,14C,10C,7H,9H","XG_boost"
"7C",4,482.937860072412,446.137488097123,1638.89631680497,709.82096863545,0.433109136531129,0.742289364337921,81,123,7,3,"2C,1C,9C,14C,10C,7H,9H","XG_boost"
"7H",5,450.888440733507,409.007241366599,1522.68771003087,662.792027930762,0.435277715558186,0.349466919898987,76,121,7,3,"2C,1C,9C,14C,10C,7H,9H","XG_boost"
"8C",6,393.443144241284,344.218405538315,1373.24007141243,635.578521654435,0.462831324897707,0.478863000869751,62,101,7,3,"2C,1C,9C,14C,10C,7H,9H","XG_boost"
"9C",7,365.229814908268,313.285931781442,1246.803880223,568.28813353329,0.455795929534361,0.296056360006332,51,85,7,3,"2C,1C,9C,14C,10C,7H,9H","XG_boost"
"9H",8,353.723355725982,300.848830535564,1147.03529972486,492.463113463314,0.429335621651262,0.125130906701088,47,78,7,3,"2C,1C,9C,14C,10C,7H,9H","XG_boost"
"10C",9,212.492333746825,157.864214325799,488.157755972397,117.801207899773,0.241317906882614,0.522303223609924,39,54,7,3,"2C,1C,9C,14C,10C,7H,9H","XG_boost"
"14C",10,497.82631807966,463.612759759351,1674.25908140134,712.820003562369,0.425752508366713,0.36866682767868,95,138,7,3,"2C,1C,9C,14C,10C,7H,9H","XG_boost"
"14H",11,474.590352130777,436.401739451363,1563.42516519335,652.433073611211,0.41731007542694,0.974006950855255,93,131,7,3,"2C,1C,9C,14C,10C,7H,9H","XG_boost"
"15C",12,404.322728355789,356.307153535117,1342.04081232868,581.410930441702,0.433228948852047,0.353618115186691,72,114,7,3,"2C,1C,9C,14C,10C,7H,9H","XG_boost"
"1C",1,322.590223589529,267.741340378172,1097.66423876328,507.332674795606,0.46219295197884,0.346134216504376,46,77,7,3,"2C,1C,9C,14C,10C,7H,9H","Random_forests"
"1H",2,243.729528630575,187.784019945872,770.897328142659,339.383779586448,0.440245110725877,0.186961169746396,45,71,7,3,"2C,1C,9C,14C,10C,7H,9H","Random_forests"
"2C",3,210.316808198544,155.82177425324,615.376561089209,249.237978637424,0.405017016241692,0.154634483890398,43,65,7,3,"2C,1C,9C,14C,10C,7H,9H","Random_forests"
"7C",4,455.648654281653,414.479057833257,1560.0347389313,689.907026816389,0.442238246110474,0.456486229342884,79,121,7,3,"2C,1C,9C,14C,10C,7H,9H","Random_forests"
"7H",5,434.372515406178,390.141850841264,1484.03717427288,659.52280802544,0.444411244852124,0.18743652686966,77,120,7,3,"2C,1C,9C,14C,10C,7H,9H","Random_forests"
"8C",6,373.924452982772,322.753204823015,1287.07094103206,590.393283226271,0.458710755098592,0.465050784545125,61,101,7,3,"2C,1C,9C,14C,10C,7H,9H","Random_forests"
"9C",7,386.626415894783,336.688998880188,1300.04456167773,576.729146902759,0.443622598719601,0.141073323142066,51,84,7,3,"2C,1C,9C,14C,10C,7H,9H","Random_forests"
"9H",8,345.619347634814,292.153398937036,1124.8980119371,487.125265365246,0.433039493532758,0.189302002976939,47,78,7,3,"2C,1C,9C,14C,10C,7H,9H","Random_forests"
"10C",9,219.989118770305,164.944709545968,528.92220109871,143.988372782437,0.272229776861958,0.526316509035943,39,54,7,3,"2C,1C,9C,14C,10C,7H,9H","Random_forests"
"14C",10,480.360813832966,443.127059766184,1601.71343900545,678.225565406305,0.42343751940262,0.303545088491298,94,135,7,3,"2C,1C,9C,14C,10C,7H,9H","Random_forests"
"14H",11,452.857754089459,411.269096589954,1504.0237767725,639.896926093091,0.425456655656236,0.537371766354289,93,130,7,3,"2C,1C,9C,14C,10C,7H,9H","Random_forests"
"15C",12,381.665971199999,331.232020260801,1256.41972036884,543.52172890804,0.43259566854656,0.161805430645863,70,109,7,3,"2C,1C,9C,14C,10C,7H,9H","Random_forests"
