"Treatment_name","Treatment_number","Leaf_Ear_mass","Stem_mass","Sim_biom","Sim_yield","Sim_HI","RUE","Sim_Emer_Anth_days","Sim_Emer_Matur_days","No_exper","Repetition","Training_treatments","ML_model"
"1C",1,358.806962870968,275.689868315694,1128.09821979174,493.601388605085,0.437551784007079,0.154232106513511,49,82,4,9,"14H,14C,9H,9C","Random_forests"
"1H",2,362.637456571612,280.063850292043,1126.73787435335,484.0365674897,0.429591104113274,0.143823723229276,50,82,4,9,"14H,14C,9H,9C","Random_forests"
"2C",3,359.932482370173,276.972756596024,1074.40041834301,437.495179376825,0.407199375491261,0.305697015083317,46,73,4,9,"14H,14C,9H,9C","Random_forests"
"7C",4,427.170400116683,357.020878024623,1461.21359989837,677.022321757069,0.463328784925185,0.650612033960435,83,121,4,9,"14H,14C,9H,9C","Random_forests"
"7H",5,414.863036482814,341.879630927939,1354.75888810877,598.016220698016,0.441418931403241,0.367560339396609,81,116,4,9,"14H,14C,9H,9C","Random_forests"
"8C",6,376.34014192764,295.892805196146,1258.17615741602,585.943210292229,0.465708404056561,0.765652045727147,62,98,4,9,"14H,14C,9H,9C","Random_forests"
"9C",7,390.987503111501,313.123056702201,1280.43099718132,576.320437367613,0.450098785984016,0.209912831650662,51,86,4,9,"14H,14C,9H,9C","Random_forests"
"9H",8,354.570483495691,270.878465704844,1110.31742158391,484.868472383401,0.436693564342813,0.437180040764124,47,79,4,9,"14H,14C,9H,9C","Random_forests"
"10C",9,360.314374258031,277.408484289473,1088.35669819886,450.633839651368,0.414049769158519,0.304118863682003,46,74,4,9,"14H,14C,9H,9C","Random_forests"
"14C",10,479.881800844838,424.229491221326,1575.24232990321,671.131037837959,0.426049392590406,0.305573678496433,95,136,4,9,"14H,14C,9H,9C","Random_forests"
"14H",11,467.684961417735,408.344777979936,1549.43696083416,673.407221436756,0.434614145950292,0.247361017476813,87,129,4,9,"14H,14C,9H,9C","Random_forests"
"15C",12,410.07881720282,336.051688790044,1312.4569018755,566.326395882636,0.431500946867936,0.184109236422337,74,113,4,9,"14H,14C,9H,9C","Random_forests"
"1C",1,306.282761581861,234.089369801661,951.20835357706,410.836222193586,0.431909813079983,0.444499164819717,49,77,4,10,"9H,1H,2C,15C","XG_boost"
"1H",2,201.230537626703,139.370835093466,609.556451075097,268.955078354928,0.441230796393938,0.0878222808241844,47,68,4,10,"9H,1H,2C,15C","XG_boost"
"2C",3,177.366802358659,119.259838360106,503.822395998028,207.195755279263,0.411247608135454,0.0422515869140625,43,63,4,10,"9H,1H,2C,15C","XG_boost"
"7C",4,460.380438831824,387.153080737949,1462.10448400983,614.570964440055,0.420333137037233,1.09228003025055,88,118,4,10,"9H,1H,2C,15C","XG_boost"
"7H",5,445.205002755093,371.460115254003,1349.40875901115,532.74364100205,0.394797823450062,0.20953331887722,80,109,4,10,"9H,1H,2C,15C","XG_boost"
"8C",6,387.484056439428,312.941858986098,1238.49083238002,538.064916954494,0.434452079003677,0.422026067972183,64,97,4,10,"9H,1H,2C,15C","XG_boost"
"9C",7,316.408669195055,243.680143122464,983.048981489089,422.960169171587,0.430253402562812,0.254264622926712,52,81,4,10,"9H,1H,2C,15C","XG_boost"
"9H",8,345.993792857348,272.109490828165,1090.96527316652,472.861989481003,0.433434501639567,0.0152328033000231,47,78,4,10,"9H,1H,2C,15C","XG_boost"
"10C",9,143.561041424594,91.8591016618026,396.056394443534,160.636251357138,0.405589339323342,0.828846752643585,44,64,4,10,"9H,1H,2C,15C","XG_boost"
"14C",10,477.646260630466,405.155670594084,1590.48197793772,707.680046713173,0.444946913281456,0.486378848552704,91,126,4,10,"9H,1H,2C,15C","XG_boost"
"14H",11,461.904581379645,388.735982771748,1442.31876729664,591.678203145246,0.41022707085358,1.63571500778198,88,118,4,10,"9H,1H,2C,15C","XG_boost"
"15C",12,511.560228234142,440.959212242672,1552.37706200848,599.857621531699,0.386412319669034,0.218411490321159,80,109,4,10,"9H,1H,2C,15C","XG_boost"
"1C",1,323.818953913179,250.744697756906,1041.09933367359,466.53568200351,0.448118317737567,0.672693926299229,49,77,4,10,"9H,1H,2C,15C","Random_forests"
"1H",2,278.630189821226,208.281317161865,867.72731073245,380.815803749865,0.438865757755646,0.173792991363203,47,70,4,10,"9H,1H,2C,15C","Random_forests"
"2C",3,197.511860972286,136.198244227203,563.463182539551,229.753077340063,0.407751712018799,0.191033632396088,43,63,4,10,"9H,1H,2C,15C","Random_forests"
"7C",4,493.903564790037,422.246898226823,1563.87340541226,647.722942395412,0.414178628624138,0.295153229488807,88,117,4,10,"9H,1H,2C,15C","Random_forests"
"7H",5,433.344053360372,359.281507668284,1351.53587805517,558.910317026515,0.413537166198484,0.475302831713784,78,108,4,10,"9H,1H,2C,15C","Random_forests"
"8C",6,378.148847635788,303.660921868767,1201.25923007042,519.449460565864,0.432420786090787,0.377434308216288,66,97,4,10,"9H,1H,2C,15C","Random_forests"
"9C",7,341.592498400334,267.842717118035,1092.90572913337,483.470513615004,0.442371652675273,0.178091317370432,50,83,4,10,"9H,1H,2C,15C","Random_forests"
"9H",8,330.338519241819,256.991548786634,1037.94740873902,450.617340710571,0.434142748386468,0.121180967983516,47,78,4,10,"9H,1H,2C,15C","Random_forests"
"10C",9,186.078493929448,126.532310057994,526.520538315752,213.90973432831,0.406270446757063,0.801543463345423,44,64,4,10,"9H,1H,2C,15C","Random_forests"
"14C",10,503.629769904419,432.535552498536,1656.5513538504,720.386031447467,0.43487093217668,0.558095751623459,91,126,4,10,"9H,1H,2C,15C","Random_forests"
"14H",11,442.450172495472,368.624642579314,1456.98274356495,645.907928490163,0.443318859707119,1.06797287783798,82,117,4,10,"9H,1H,2C,15C","Random_forests"
"15C",12,472.366661665319,399.634313651111,1429.12517710301,557.124201786581,0.389835831537117,0.255666419019987,80,108,4,10,"9H,1H,2C,15C","Random_forests"
"1C",1,288.39993066114,220.19058436498,927.502730073557,418.912215047475,0.45165604527574,0.201809927821159,46,71,5,1,"1H,7C,9C,15C,1C","XG_boost"
"1H",2,204.40789015773,146.467978662888,636.279179485229,285.403310675453,0.448550447472371,0.0659746676683426,47,68,5,1,"1H,7C,9C,15C,1C","XG_boost"
"2C",3,128.6952750471,84.6773015816503,360.727313220679,147.354736591929,0.408493427559733,0.553700506687164,43,63,5,1,"1H,7C,9C,15C,1C","XG_boost"
"7C",4,558.572091287436,481.730642392255,1862.34615069228,822.043417012637,0.441402054450009,0.0681652054190636,86,124,5,1,"1H,7C,9C,15C,1C","XG_boost"
"7H",5,497.05571400639,419.554873663364,1614.66141518483,698.05082751508,0.432320250518387,0.43889319896698,79,113,5,1,"1H,7C,9C,15C,1C","XG_boost"
"8C",6,433.511879621506,356.807587279477,1423.38609862462,633.066631723641,0.444761004997417,0.645845651626587,67,99,5,1,"1H,7C,9C,15C,1C","XG_boost"
"9C",7,394.782623264449,319.373537188071,1334.56309052668,620.406930076321,0.464876433703466,0.227065101265907,51,86,5,1,"1H,7C,9C,15C,1C","XG_boost"
"9H",8,327.085789224756,255.589239299465,1069.0636365227,486.388607998476,0.454966936842538,0.228028044104576,46,77,5,1,"1H,7C,9C,15C,1C","XG_boost"
"10C",9,106.501638793683,67.6716368218155,306.057808394909,131.884532779411,0.430913798511028,0.542998433113098,44,62,5,1,"1H,7C,9C,15C,1C","XG_boost"
"14C",10,513.272291660877,435.81456866403,1738.92435461149,789.837494286592,0.454210381372832,0.580108404159546,91,131,5,1,"1H,7C,9C,15C,1C","XG_boost"
"14H",11,492.268334250723,414.773290437898,1577.20951932708,670.167894638459,0.424907335662283,0.661017179489136,91,122,5,1,"1H,7C,9C,15C,1C","XG_boost"
"15C",12,508.984487349679,431.506025407498,1553.79977243484,613.309259677664,0.394715761038242,0.0604189820587635,80,111,5,1,"1H,7C,9C,15C,1C","XG_boost"
"1C",1,309.790570871371,239.662360211679,977.270847699405,427.817916616361,0.437768012443518,0.273964056489607,46,70,5,1,"1H,7C,9C,15C,1C","Random_forests"
"1H",2,256.361598146092,191.526533142639,815.880585468637,367.992454180342,0.451037150208654,0.195296323392018,46,68,5,1,"1H,7C,9C,15C,1C","Random_forests"
"2C",3,236.706151091477,174.260641042736,691.320025241562,280.353233109202,0.405533215982339,0.441465239458056,43,61,5,1,"1H,7C,9C,15C,1C","Random_forests"
"7C",4,535.23275529033,457.984386095944,1788.73763487763,795.520493491374,0.444738500482099,0.20410540366981,86,124,5,1,"1H,7C,9C,15C,1C","Random_forests"
"7H",5,464.090043197255,386.804983387314,1532.76589043008,681.870863845509,0.444863020571382,0.33597074551866,78,114,5,1,"1H,7C,9C,15C,1C","Random_forests"
"8C",6,443.379427693485,366.446405984124,1352.79447733193,542.968643654317,0.401368169927184,0.293151823774672,65,90,5,1,"1H,7C,9C,15C,1C","Random_forests"
"9C",7,364.201504752919,290.287066976455,1216.00615339855,561.517581669178,0.461771990297764,0.160963050010801,51,85,5,1,"1H,7C,9C,15C,1C","Random_forests"
"9H",8,307.718022631584,237.764584960871,996.266449984817,450.783842392369,0.452473173616595,0.267555457731064,47,77,5,1,"1H,7C,9C,15C,1C","Random_forests"
"10C",9,275.625412363327,208.687179431128,753.255087108274,268.942495313946,0.357040396960887,0.631853124403823,42,55,5,1,"1H,7C,9C,15C,1C","Random_forests"
"14C",10,498.23808830194,420.73712739695,1718.76977686417,799.794561165283,0.465329663071268,0.275658293713515,92,132,5,1,"1H,7C,9C,15C,1C","Random_forests"
"14H",11,522.550270815583,445.160092148672,1688.30664166463,720.596278700386,0.426815994747195,0.435019339627409,91,122,5,1,"1H,7C,9C,15C,1C","Random_forests"
"15C",12,480.653100922165,403.207854211147,1511.62585616546,627.764901032146,0.415291190258281,0.247789607771782,79,110,5,1,"1H,7C,9C,15C,1C","Random_forests"
"1C",1,293.42437565105,228.816632817926,932.413929802437,410.172921334302,0.439904325990938,0.123239435255527,46,69,5,2,"15C,14H,1C,1H,7C","XG_boost"
"1H",2,202.658047694655,142.043959194534,622.702944704717,278.000937815528,0.446442304761149,0.0626388117671013,47,68,5,2,"15C,14H,1C,1H,7C","XG_boost"
"2C",3,204.171098860364,143.41163087962,602.216604039075,254.633874299091,0.422827721107751,0.42130583524704,43,62,5,2,"15C,14H,1C,1H,7C","XG_boost"
"7C",4,543.699994982556,506.482680706072,1861.70471550368,811.522039816173,0.435902661178261,0.0681527182459831,86,124,5,2,"15C,14H,1C,1H,7C","XG_boost"
"7H",5,494.80929982163,448.587485940347,1627.22347399553,683.82668823361,0.420241410698509,0.161423996090889,78,114,5,2,"15C,14H,1C,1H,7C","XG_boost"
"8C",6,469.771265707207,419.561000097647,1435.28442096378,545.952155158932,0.380379071342759,0.369614720344543,66,91,5,2,"15C,14H,1C,1H,7C","XG_boost"
"9C",7,331.987231819297,268.269134523199,1015.19531283523,414.938946492751,0.408728193724528,0.521694242954254,47,75,5,2,"15C,14H,1C,1H,7C","XG_boost"
"9H",8,295.082374446191,230.483618065259,889.041518727819,363.475526217193,0.408839765703306,0.804526627063751,46,72,5,2,"15C,14H,1C,1H,7C","XG_boost"
"10C",9,221.271493280136,159.068723582438,748.329846743394,367.989629880819,0.491747898980975,0.248816877603531,44,62,5,2,"15C,14H,1C,1H,7C","XG_boost"
"14C",10,516.249384193896,473.782548525816,1752.94300231318,762.911069593716,0.43521727094776,0.167923033237457,90,130,5,2,"15C,14H,1C,1H,7C","XG_boost"
"14H",11,461.265561676589,409.800271036134,1539.62113986923,668.555307156513,0.434233649983071,0.477725893259048,87,125,5,2,"15C,14H,1C,1H,7C","XG_boost"
"15C",12,504.630632366611,460.090658904108,1582.18238335779,617.461092087187,0.390259112085914,0.0703612267971039,80,111,5,2,"15C,14H,1C,1H,7C","XG_boost"
"1C",1,319.57293615522,255.416082169502,999.252515964661,424.263497640008,0.424580865058349,0.290676185088533,46,70,5,2,"15C,14H,1C,1H,7C","Random_forests"
"1H",2,212.838530176846,151.302168861654,660.397134998201,296.2564359597,0.448603454284379,0.207234523673684,46,68,5,2,"15C,14H,1C,1H,7C","Random_forests"
"2C",3,204.012969824314,143.268558331887,595.851763160901,248.5702350047,0.417167910498533,0.491887969554069,43,62,5,2,"15C,14H,1C,1H,7C","Random_forests"
"7C",4,522.051151522691,480.652978457678,1771.35539874354,768.651268763522,0.433933963398165,0.210524037018486,86,124,5,2,"15C,14H,1C,1H,7C","Random_forests"
"7H",5,460.505906725342,408.931035418911,1511.71536715651,642.278425012264,0.424867299073878,0.330002378292616,78,114,5,2,"15C,14H,1C,1H,7C","Random_forests"
"8C",6,463.030496813885,411.821391740327,1555.12679664487,680.274908090664,0.437440155721277,0.393480806881149,67,102,5,2,"15C,14H,1C,1H,7C","Random_forests"
"9C",7,375.955814100698,314.888315926603,1221.59568338828,530.751553360981,0.434473992154966,0.221331113095532,57,83,5,2,"15C,14H,1C,1H,7C","Random_forests"
"9H",8,323.986691766267,259.969635719164,997.625950291528,413.669622806139,0.41465403209014,0.315457000467418,50,76,5,2,"15C,14H,1C,1H,7C","Random_forests"
"10C",9,197.737389769273,137.616508012413,600.881770149511,265.527872367825,0.441897034589278,0.414534655858333,44,65,5,2,"15C,14H,1C,1H,7C","Random_forests"
"14C",10,506.748615134678,462.579846757661,1728.10415422279,758.775692330582,0.439079838143113,0.372505709576446,90,132,5,2,"15C,14H,1C,1H,7C","Random_forests"
"14H",11,479.846315332445,431.188666301496,1603.62323111768,692.58824948375,0.431889633452764,0.274298402469384,87,126,5,2,"15C,14H,1C,1H,7C","Random_forests"
"15C",12,471.834842951261,421.936784630968,1487.82154516757,594.049917585349,0.399274979929426,0.186408701156204,80,110,5,2,"15C,14H,1C,1H,7C","Random_forests"
"1C",1,303.320424467284,269.280796195787,1034.54298908476,461.941768421722,0.446517711970955,0.125066801905632,49,77,5,3,"9C,7H,8C,1H,9H","XG_boost"
"1H",2,193.557058262589,157.311479796842,631.751015402395,280.882477342964,0.444609459256753,0.107376769185066,47,68,5,3,"9C,7H,8C,1H,9H","XG_boost"
"2C",3,212.147058980287,175.556944849446,661.658569570139,273.954565763011,0.414042193908244,0.36683776974678,42,64,5,3,"9C,7H,8C,1H,9H","XG_boost"
"7C",4,483.407712967752,470.336289929686,1698.61573977289,744.871736875458,0.438516916707158,0.237260073423386,83,121,5,3,"9C,7H,8C,1H,9H","XG_boost"
"7H",5,473.812939422081,459.187682924247,1629.04992880081,696.049306454485,0.427273157285526,0.337675750255585,76,116,5,3,"9C,7H,8C,1H,9H","XG_boost"
"8C",6,384.168344550586,357.271900795728,1310.06398778341,568.623742437097,0.434042724431492,0.126605540513992,64,100,5,3,"9C,7H,8C,1H,9H","XG_boost"
"9C",7,356.693802426196,326.917140150299,1253.25129092749,569.640348350998,0.45453003118746,0.21639920771122,51,85,5,3,"9C,7H,8C,1H,9H","XG_boost"
"9H",8,333.361253187422,301.495953429537,1118.94020862323,484.083002006269,0.432626335415989,0.0669563934206963,47,78,5,3,"9C,7H,8C,1H,9H","XG_boost"
"10C",9,98.5281001986148,70.123425113393,287.834757255067,119.183231943059,0.414068242069334,0.616480052471161,44,62,5,3,"9C,7H,8C,1H,9H","XG_boost"
"14C",10,432.783196229983,412.022302554763,1555.64661156616,710.841112781412,0.456942539196461,0.372012913227081,85,128,5,3,"9C,7H,8C,1H,9H","XG_boost"
"14H",11,390.049443075476,363.826252014811,1353.05823363958,599.182538549296,0.442835735855624,0.201153486967087,77,117,5,3,"9C,7H,8C,1H,9H","XG_boost"
"15C",12,411.254080816524,387.618230014821,1416.78041063531,617.908099803963,0.436135406140238,0.186717450618744,74,110,5,3,"9C,7H,8C,1H,9H","XG_boost"
"1C",1,335.813994009758,304.152240457905,1130.67975322255,490.713518754886,0.433998678543862,0.18698240657277,49,79,5,3,"9C,7H,8C,1H,9H","Random_forests"
"1H",2,274.527880323488,238.987429442124,938.777640689757,425.262330924479,0.452995802724937,0.213640726564379,47,72,5,3,"9C,7H,8C,1H,9H","Random_forests"
"2C",3,218.278479729344,181.645417339556,694.255176728505,294.331279675115,0.423952589107183,0.356849669044812,43,65,5,3,"9C,7H,8C,1H,9H","Random_forests"
"7C",4,505.577107468309,496.261495696196,1752.90526875048,751.066665585979,0.428469626382812,0.264319877063771,82,121,5,3,"9C,7H,8C,1H,9H","Random_forests"
"7H",5,448.603308825601,430.10845497004,1519.42707997455,640.715316178914,0.421682175224654,0.336231618092235,76,112,5,3,"9C,7H,8C,1H,9H","Random_forests"
"8C",6,359.157333081869,329.620711938316,1202.50585061251,513.727805592327,0.427214391789157,0.164119220446533,63,100,5,3,"9C,7H,8C,1H,9H","Random_forests"
"9C",7,367.030120692621,338.284966546659,1274.5763887419,569.261301502619,0.446627841634915,0.172809730251269,51,85,5,3,"9C,7H,8C,1H,9H","Random_forests"
"9H",8,311.103836405557,277.569831071763,1045.20247359902,456.528806121713,0.436785041801245,0.186686322177348,47,78,5,3,"9C,7H,8C,1H,9H","Random_forests"
"10C",9,163.96410132518,128.983512779375,518.153691053426,225.206076948871,0.434631810671884,0.474982910665162,44,66,5,3,"9C,7H,8C,1H,9H","Random_forests"
"14C",10,480.721477576573,467.21060662218,1707.6459609803,759.713876781551,0.444889569700633,0.186540804977953,85,130,5,3,"9C,7H,8C,1H,9H","Random_forests"
"14H",11,448.21459592556,429.662540992997,1518.33336682103,640.456229902469,0.421815290303084,0.483855526557266,86,119,5,3,"9C,7H,8C,1H,9H","Random_forests"
"15C",12,411.395939651859,387.778225862024,1418.8199438968,619.64577838292,0.436733202862272,0.19336028459846,73,109,5,3,"9C,7H,8C,1H,9H","Random_forests"
"1C",1,281.95856496011,224.184392036886,928.988710656048,422.84575366888,0.455167806474492,0.0507703758776188,47,76,5,4,"9H,2C,14C,1H,14H","XG_boost"
"1H",2,203.585721696894,144.713281075327,624.300467593147,276.001464820927,0.442097161780111,0.088086724281311,47,68,5,4,"9H,2C,14C,1H,14H","XG_boost"
"2C",3,176.61920116464,119.555362892476,503.974425058882,207.799861001766,0.412322234362364,0.0426002219319344,43,63,5,4,"9H,2C,14C,1H,14H","XG_boost"
"7C",4,413.690731680959,375.295811596108,1395.79760976688,606.811066489818,0.434741442630184,0.095187783241272,84,125,5,4,"9H,2C,14C,1H,14H","XG_boost"
"7H",5,386.666862392334,342.721555295586,1177.06614694711,447.677729259189,0.380333535562386,0.260244965553284,77,109,5,4,"9H,2C,14C,1H,14H","XG_boost"
"8C",6,314.02806491223,259.109533512518,1016.14780987029,443.010211446137,0.43597024679184,0.592027187347412,56,96,5,4,"9H,2C,14C,1H,14H","XG_boost"
"9C",7,328.508624209341,275.294316595127,1094.27553030277,490.472589498412,0.448216720484197,0.0679599791765213,47,82,5,4,"9H,2C,14C,1H,14H","XG_boost"
"9H",8,339.859991586298,288.154953286827,1104.04130448213,476.026359609032,0.431167165283114,0.0149822374805808,47,78,5,4,"9H,2C,14C,1H,14H","XG_boost"
"10C",9,161.955103108618,106.408259286983,468.505176680842,200.141814285241,0.427192321978509,0.266695261001587,44,64,5,4,"9H,2C,14C,1H,14H","XG_boost"
"14C",10,478.653691329019,456.575052936332,1544.20491534333,608.976171078056,0.394362279919733,0.350291430950165,95,134,5,4,"9H,2C,14C,1H,14H","XG_boost"
"14H",11,460.822851684008,433.86298408644,1520.52960383757,625.843768067136,0.411595911376935,0.145369365811348,87,126,5,4,"9H,2C,14C,1H,14H","XG_boost"
"15C",12,383.078017268746,338.453077477322,1187.07236922947,465.541274483405,0.392175984001369,0.246136978268623,75,108,5,4,"9H,2C,14C,1H,14H","XG_boost"
"1C",1,269.801468619885,211.290176242331,867.84799566926,386.756350832069,0.44564987504962,0.165287945973184,48,76,5,4,"9H,2C,14C,1H,14H","Random_forests"
"1H",2,228.128863833872,168.635014837564,708.181214000058,311.417335328622,0.439742440454791,0.178805141654471,47,69,5,4,"9H,2C,14C,1H,14H","Random_forests"
"2C",3,190.74282047656,132.578624767991,546.151725696574,222.830280452023,0.408000689126855,0.14110669863618,43,63,5,4,"9H,2C,14C,1H,14H","Random_forests"
"7C",4,404.834728190045,364.537722774895,1348.76762555719,579.395174607825,0.429573755796869,0.344076312075212,84,119,5,4,"9H,2C,14C,1H,14H","Random_forests"
"7H",5,403.429066244956,362.837541888474,1239.67866673338,473.412058603907,0.381882879255616,0.279233917632406,81,109,5,4,"9H,2C,14C,1H,14H","Random_forests"
"8C",6,328.707909467805,275.518797883963,1071.29187859875,467.065171247098,0.435983115878763,0.343276555018551,62,97,5,4,"9H,2C,14C,1H,14H","Random_forests"
"9C",7,305.214363507384,249.382787630176,1011.43873220565,456.841581069435,0.451674991794311,0.110341697421413,47,82,5,4,"9H,2C,14C,1H,14H","Random_forests"
"9H",8,315.220518154652,260.432804619535,1017.39484119027,441.741518416583,0.434188871942559,0.0770463125125319,47,78,5,4,"9H,2C,14C,1H,14H","Random_forests"
"10C",9,195.309799355652,136.862524285827,566.987164109336,234.814840467856,0.414144896625165,0.43065199867303,44,64,5,4,"9H,2C,14C,1H,14H","Random_forests"
"14C",10,477.26776641947,454.799133907679,1541.85091377662,609.784013449538,0.395488310835402,0.526210027519971,95,131,5,4,"9H,2C,14C,1H,14H","Random_forests"
"14H",11,459.281314487572,431.91344640239,1523.13236744419,631.937606554238,0.414893426245433,0.202633300794675,87,126,5,4,"9H,2C,14C,1H,14H","Random_forests"
"15C",12,389.543225960857,346.152485671783,1224.81561024301,489.11989861037,0.399341659691393,0.171397412525873,75,107,5,4,"9H,2C,14C,1H,14H","Random_forests"
"1C",1,313.085332458538,269.879457038559,1052.01971986749,469.054930371149,0.445861347950995,0.125433936715126,46,69,5,5,"14H,7H,1C,2C,9H","XG_boost"
"1H",2,192.939242219282,140.734011667565,617.115147995176,283.441894108329,0.459301469149068,0.30178502202034,46,69,5,5,"14H,7H,1C,2C,9H","XG_boost"
"2C",3,178.044968492582,126.31987160543,514.974942690134,210.610102592122,0.408971554017626,0.0536889508366585,43,63,5,5,"14H,7H,1C,2C,9H","XG_boost"
"7C",4,524.622053086317,540.370712464742,1851.89473709009,786.901971541532,0.424917224387173,0.066079668700695,77,130,5,5,"14H,7H,1C,2C,9H","XG_boost"
"7H",5,478.761655388897,477.814884764776,1679.17531179292,722.598771639337,0.430329559138045,0.102351933717728,76,120,5,5,"14H,7H,1C,2C,9H","XG_boost"
"8C",6,458.703678828464,451.087104841605,1502.85256024215,593.061776572091,0.394624058448244,0.591065227985382,57,109,5,5,"14H,7H,1C,2C,9H","XG_boost"
"9C",7,403.988551926788,380.248273407025,1406.43879217718,622.201966851213,0.442395339428913,-0.174267664551735,47,89,5,5,"14H,7H,1C,2C,9H","XG_boost"
"9H",8,332.025256419628,292.063997427938,1102.56953455702,478.480280709545,0.433968349127099,0.325334817171097,47,79,5,5,"14H,7H,1C,2C,9H","XG_boost"
"10C",9,117.498918239502,72.2285693884788,330.308289634085,140.580802006119,0.42560482560657,1.01499831676483,43,64,5,5,"14H,7H,1C,2C,9H","XG_boost"
"14C",10,860.398455178465,1051.14868073448,2270.52006126569,358.972925352744,0.158101631197496,0.931194961071014,85,139,5,5,"14H,7H,1C,2C,9H","XG_boost"
"14H",11,819.09860987389,983.854403339048,1795.97192667493,-6.98108653800332,-0.00388707998956761,1.2442615032196,87,130,5,5,"14H,7H,1C,2C,9H","XG_boost"
"15C",12,441.13204104867,428.000958623054,1557.06427598164,687.93127630992,0.44181302398465,0.0926394611597061,69,117,5,5,"14H,7H,1C,2C,9H","XG_boost"
"1C",1,347.865472113355,310.957204702322,1186.91734932619,528.094672510524,0.44492960930289,0.192549441006286,46,71,5,5,"14H,7H,1C,2C,9H","Random_forests"
"1H",2,293.060827227302,246.923453663993,967.619907321517,427.635626435063,0.441945874820628,0.133156420233702,46,70,5,5,"14H,7H,1C,2C,9H","Random_forests"
"2C",3,193.283124900172,141.071483049029,564.167442120077,229.812834170876,0.407348629171626,0.14366577946342,43,63,5,5,"14H,7H,1C,2C,9H","Random_forests"
"7C",4,445.785433320104,434.084384108404,1621.54691958647,741.677102157961,0.45738861651139,0.197418200191255,77,127,5,5,"14H,7H,1C,2C,9H","Random_forests"
"7H",5,420.947911406228,401.871854261122,1457.40209139272,634.582325725374,0.435420210711344,0.247944339304827,76,120,5,5,"14H,7H,1C,2C,9H","Random_forests"
"8C",6,361.197495844517,327.091058077257,1237.70860812194,549.420054200162,0.443900972001671,0.64743300517544,57,98,5,5,"14H,7H,1C,2C,9H","Random_forests"
"9C",7,349.188047348879,312.548346439256,1189.98118108261,528.244787294483,0.443910202692366,0.251862057297372,47,81,5,5,"14H,7H,1C,2C,9H","Random_forests"
"9H",8,326.173064440806,285.161398029144,1074.8463120802,463.511849610423,0.431235465387949,0.0775698891659027,47,77,5,5,"14H,7H,1C,2C,9H","Random_forests"
"10C",9,150.952386038669,101.169751063994,425.770940530045,173.648803427382,0.407845597003886,0.690375068759865,44,64,5,5,"14H,7H,1C,2C,9H","Random_forests"
"14C",10,488.501589384803,490.934637749641,1808.19667169525,828.760444561015,0.458335344564052,0.594036119366868,85,133,5,5,"14H,7H,1C,2C,9H","Random_forests"
"14H",11,469.013683637066,464.776178840334,1630.39988664196,696.610024164592,0.42726329281055,0.242104219190528,87,127,5,5,"14H,7H,1C,2C,9H","Random_forests"
"15C",12,402.125574541983,377.891734882276,1406.38286435238,626.365554928763,0.44537342625914,0.105503900764886,69,107,5,5,"14H,7H,1C,2C,9H","Random_forests"
"1C",1,269.540112617731,215.900791621556,859.022192139903,373.581287905923,0.434891311684623,0.35794061422348,49,77,5,6,"9H,1H,14C,9C,8C","XG_boost"
"1H",2,194.398547779586,142.183158831725,605.874143268539,269.292436657228,0.444469267502427,0.0740974843502045,47,68,5,6,"9H,1H,14C,9C,8C","XG_boost"
"2C",3,123.248462881093,79.412836283565,333.436820084363,130.775520919705,0.39220479875803,0.475596398115158,41,62,5,6,"9H,1H,14C,9C,8C","XG_boost"
"7C",4,383.66572865748,339.023679820623,1303.80141482987,581.112006351767,0.445705917896703,0.565407633781433,85,120,5,6,"9H,1H,14C,9C,8C","XG_boost"
"7H",5,368.336056153545,321.807265912101,1191.40596643351,501.262644367863,0.420732024591416,0.54101687669754,81,109,5,6,"9H,1H,14C,9C,8C","XG_boost"
"8C",6,378.130531293952,332.784732686877,1251.31841212602,540.403148145188,0.43186701554805,0.100938469171524,64,100,5,6,"9H,1H,14C,9C,8C","XG_boost"
"9C",7,372.462291057196,326.422101533246,1302.57063160765,603.686239017206,0.463457584846765,0.0934909135103226,51,85,5,6,"9H,1H,14C,9C,8C","XG_boost"
"9H",8,332.300813163491,282.12842954746,1087.04595064955,472.616707938607,0.434771600645036,0.0205351654440165,47,78,5,6,"9H,1H,14C,9C,8C","XG_boost"
"10C",9,111.299822567012,69.7085308934803,306.870620270814,125.862266810324,0.410147659946233,0.532599329948425,43,62,5,6,"9H,1H,14C,9C,8C","XG_boost"
"14C",10,464.714149543076,433.124579634329,1493.48235320236,595.643624024955,0.398828699078877,0.440241873264313,95,133,5,6,"9H,1H,14C,9C,8C","XG_boost"
"14H",11,414.405115278731,374.120811611188,1279.04040348531,490.514476595387,0.383501940406859,0.57778400182724,93,124,5,6,"9H,1H,14C,9C,8C","XG_boost"
"15C",12,367.243642667903,320.587895051381,1179.65436202738,491.8228243081,0.416921125492081,0.109597004950047,75,109,5,6,"9H,1H,14C,9C,8C","XG_boost"
"1C",1,317.595988602001,266.270676136896,1038.9257175003,455.059052761479,0.438009229241501,0.167437430187917,49,79,5,6,"9H,1H,14C,9C,8C","Random_forests"
"1H",2,231.439116168592,177.688297462246,735.60873105871,326.481317427873,0.443824690549813,0.216578456639209,47,70,5,6,"9H,1H,14C,9C,8C","Random_forests"
