Model	Version	PNO	Trt	Planting.date	Emergence.date	Ant.date	Mat.date	FLN	Yield	Biom.an	Biom.ma	HI	GNumber	CroN.an	CroN.ma	GrainN.ma	GPC	GDM.ma	GNM.ma	ET.ma	Transp.ma
EW	Original	2	C	2007-04-19	2007-04-24	NA	2007-06-28	NA	2.14	NA	5.55	38.56	NA	NA	NA	65.73	17.51	NA	NA	555.16	427.85
EW	Original	3	C	2007-06-12	2007-06-14	NA	NA	NA	0.16	NA	NA	NA	NA	NA	NA	5.01	NA	NA	NA	NA	NA
EW	Original	4	C	2007-07-25	2007-07-28	NA	NA	NA	0.09	NA	NA	NA	NA	NA	NA	3.1	NA	NA	NA	NA	NA
EW	Original	7	C	2008-01-02	2008-01-22	NA	2008-05-18	NA	6.39	NA	16.38	39.02	NA	NA	NA	194.68	17.36	NA	NA	666.59	517.87
EW	Original	7	H	2008-01-02	2008-01-20	NA	2008-05-09	NA	5.56	NA	14.11	39.44	NA	NA	NA	169.17	17.33	NA	NA	648.17	478.39
EW	Original	8	C	2008-02-13	2008-02-25	NA	2008-05-29	NA	4.69	NA	12.07	38.84	NA	NA	NA	134.65	16.37	NA	NA	644.7	516
EW	Original	9	C	2008-03-10	2008-03-15	NA	2008-06-07	NA	5.28	NA	13.62	38.81	NA	NA	NA	161.84	17.46	NA	NA	598.84	494.52
EW	Original	9	H	2008-03-10	2008-03-15	NA	2008-06-06	NA	4.61	NA	11.58	39.8	NA	NA	NA	141.35	17.49	NA	NA	610.8	474.25
FA	Original	10	C	2008-04-28	2008-05-09	2008-06-07	2008-07-03	NA	3.58	3.52	8	44.75	NA	71.3	91.7	69.4	11.05	NA	NA	297.8	200.7
FA	Original	11	C	2008-08-25	2008-09-02	NA	NA	NA	1.75	NA	NA	NA	NA	NA	NA	33	NA	NA	NA	NA	NA
FA	Original	14	C	2008-12-01	2008-12-18	2009-04-03	2009-05-12	NA	7.94	12.49	20.18	39.37	NA	172.43	189.33	151.93	10.9	NA	NA	500.63	449.83
FA	Original	14	H	2008-12-01	2008-12-17	2009-03-22	2009-05-03	NA	7.66	11.05	18.98	40.34	NA	172.93	197.7	153.6	11.44	NA	NA	463.77	416.1
FA	Original	15	C	2009-01-12	2009-01-28	2009-04-17	2009-05-20	NA	6.69	10.64	16.88	39.63	NA	144.2	198.7	144.4	12.3	NA	NA	471.6	409.8
FA	Original	1	C	2007-03-13	2007-03-25	2007-05-08	2007-06-07	NA	5.08	6.5	12.08	42.02	NA	187.97	249.17	131.93	14.81	NA	NA	385.63	323.37
FA	Original	1	H	2007-03-13	2007-03-24	2007-05-03	2007-06-01	NA	4.81	5.83	11.28	42.61	NA	195.13	257.5	124.93	14.81	NA	NA	368.8	309.2
FA	Original	2	C	2007-04-19	2007-04-30	2007-05-29	2007-06-26	NA	4.24	4.3	9.57	44.31	NA	121.9	227.7	110.3	14.83	NA	NA	342.8	266.5
FA	Original	3	C	2007-06-12	2007-06-20	NA	NA	NA	1.06	NA	NA	NA	NA	NA	NA	20.8	NA	NA	NA	NA	NA
FA	Original	4	C	2007-07-25	2007-08-02	NA	NA	NA	2.31	NA	NA	NA	NA	NA	NA	45.8	NA	NA	NA	NA	NA
FA	Original	7	C	2008-01-02	2008-01-22	2008-04-14	2008-05-22	NA	6.94	10.21	17.34	40.01	NA	154	166.2	132.4	10.88	NA	NA	502.63	436.63
FA	Original	7	H	2008-01-02	2008-01-21	2008-04-07	2008-05-14	NA	6.68	9.48	16.43	40.66	NA	163.9	174.83	134.17	11.45	NA	NA	466.9	402.53
FA	Original	8	C	2008-02-13	2008-03-01	2008-04-27	2008-06-03	NA	5.87	8.26	14.4	40.76	NA	110.9	169	123.7	12.01	NA	NA	439.5	350.6
FA	Original	9	C	2008-03-10	2008-03-24	2008-05-09	2008-06-11	NA	5.51	7.18	13.26	41.54	NA	123.3	180.4	125.33	12.97	NA	NA	428.27	347.2
FA	Original	9	H	2008-03-10	2008-03-24	2008-05-02	2008-06-04	NA	5.1	6.13	11.98	42.6	NA	131.03	189.37	125.53	14.03	NA	NA	399.4	320.63
GL	Original	10	C	2008-04-28	2008-05-06	2008-06-26	2008-07-27	NA	0.19	1.05	1.15	16.52	NA	NA	NA	NA	NA	NA	NA	350.5	161.6
GL	Original	11	C	2008-08-25	2008-09-03	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GL	Original	14	C	2008-12-01	2008-12-21	2009-03-16	2009-04-25	NA	10.7	11.82	21.07	50.78	NA	NA	NA	NA	NA	NA	NA	663	619.8
GL	Original	14	H	2008-12-01	2008-12-18	2009-03-05	2009-04-12	NA	8.88	9.76	18.8	47.25	NA	NA	NA	NA	NA	NA	NA	579.13	537.03
GL	Original	15	C	2009-01-12	2009-01-23	2009-04-10	2009-05-14	NA	6.93	11.86	17.21	40.27	NA	NA	NA	NA	NA	NA	NA	642	575.8
GL	Original	1	C	2007-03-13	2007-03-27	2007-05-17	2007-06-17	NA	1.89	3.58	4.73	39.86	NA	NA	NA	NA	NA	NA	NA	426.2	272.73
GL	Original	1	H	2007-03-13	2007-03-27	2007-05-13	2007-06-13	NA	0.89	2.74	3.09	28.91	NA	NA	NA	NA	NA	NA	NA	397.13	217.57
GL	Original	2	C	2007-04-19	2007-04-29	2007-06-16	2007-07-17	NA	0.18	0.9	0.91	19.78	NA	NA	NA	NA	NA	NA	NA	407	137.2
GL	Original	3	C	2007-06-12	2007-06-25	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GL	Original	4	C	2007-07-25	2007-08-04	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GL	Original	7	C	2008-01-02	2008-01-13	2008-04-09	2008-05-13	NA	8.22	13.04	19.57	42	NA	NA	NA	NA	NA	NA	NA	693.5	647.6
GL	Original	7	H	2008-01-02	2008-01-13	2008-04-01	2008-05-04	NA	7.14	11.13	17.24	41.43	NA	NA	NA	NA	NA	NA	NA	632.5	583.43
GL	Original	8	C	2008-02-13	2008-02-20	2008-05-01	2008-06-03	NA	5.72	9.07	13.61	42.03	NA	NA	NA	NA	NA	NA	NA	596.7	529.9
GL	Original	9	C	2008-03-10	2008-03-20	2008-05-17	2008-06-18	NA	3.01	5.52	8.23	36.56	NA	NA	NA	NA	NA	NA	NA	505.3	397.7
GL	Original	9	H	2008-03-10	2008-03-20	2008-05-12	2008-06-12	NA	2.4	4.12	6.51	36.83	NA	NA	NA	NA	NA	NA	NA	445.9	316.57
HE	Original	10	C	2008-04-28	2008-05-06	2008-06-18	2008-07-08	NA	0.9	5.21	5.37	16.76	NA	97.6	97.6	75.8	48.01	NA	NA	376.5	262.1
HE	Original	11	C	2008-08-25	2008-08-31	NA	NA	NA	3.15	NA	NA	NA	NA	NA	NA	51.7	NA	NA	NA	NA	NA
HE	Original	14	C	2008-12-01	2008-12-16	2009-03-24	2009-05-06	NA	8.76	9.75	18.2	48.11	NA	197.8	207.47	159.17	10.36	NA	NA	478.9	437.3
HE	Original	14	H	2008-12-01	2008-12-15	2009-03-14	2009-04-25	NA	8.57	8.75	16.96	50.51	NA	174.87	175.57	133.7	8.89	NA	NA	430.17	385.07
HE	Original	15	C	2009-01-12	2009-01-23	2009-04-15	2009-05-16	NA	6.2	10.27	15.4	40.26	NA	154.2	189.4	142.6	13.11	NA	NA	490	433.4
HE	Original	1	C	2007-03-13	2007-03-23	2007-05-15	2007-06-10	NA	4.73	7.59	11.96	39.51	NA	152.07	152.07	115.53	13.93	NA	NA	465.77	375.27
HE	Original	1	H	2007-03-13	2007-03-23	2007-05-11	2007-06-03	NA	3.48	7.06	9.65	36.05	NA	139.57	139.57	107.73	17.68	NA	NA	432.8	335.6
HE	Original	2	C	2007-04-19	2007-04-28	2007-06-08	2007-06-30	NA	2.28	5.21	6.89	33.09	NA	95.1	101.3	77.6	19.4	NA	NA	400.6	274.1
HE	Original	3	C	2007-06-12	2007-06-20	NA	NA	NA	0.96	NA	NA	NA	NA	NA	NA	13.5	NA	NA	NA	NA	NA
HE	Original	4	C	2007-07-25	2007-07-30	NA	NA	NA	1.06	NA	NA	NA	NA	NA	NA	14.6	NA	NA	NA	NA	NA
HE	Original	7	C	2008-01-02	2008-01-15	2008-04-15	2008-05-18	NA	8.37	9.11	17.21	48.64	NA	174.33	181.9	134.7	9.17	NA	NA	510.67	425.33
