Model	Version	PNO	Trt	Planting.date	Emergence.date	Ant.date	Mat.date	FLN	Yield	Biom.an	Biom.ma	HI	GNumber	CroN.an	CroN.ma	GrainN.ma	GPC	GDM.ma	GNM.ma	ET.ma	Transp.ma
e.median	Improved	14	H	2008-12-01	2008-12-17	2009-03-12	2009-04-22	9	6.81	9.35	16.38	46.3	15082.82	215	247.74	193.14	14.25	44.83	1.17	459.93	359.44
e.median	Improved	15	C	2009-01-12	2009-01-23	2009-04-11	2009-05-14	8.23	6.88	10.26	15.48	40.59	18883.55	205.68	231.9	181.07	14.89	40	0.9	540.31	417.3
e.median	Improved	1	C	2007-03-13	2007-03-27	2007-05-14	2007-06-09	9.7	4.24	7.39	10.18	40	12584.82	164.93	192.87	123.63	16.58	34.49	0.87	452.9	345.03
e.median	Improved	1	H	2007-03-13	2007-03-26	2007-05-11	2007-06-02	10.56	3.14	6.69	8.2	37.36	10038.78	143.93	173.03	94.97	16.58	27.57	0.67	414.9	288.62
e.median	Improved	2	C	2007-04-19	2007-04-28	2007-06-09	2007-06-26	10.76	1.57	4.3	5.33	34.79	6507.75	111.84	123.67	61.42	17.1	21.39	0.59	381.2	208.25
e.median	Improved	3	C	2007-06-12	2007-06-22	NA	NA	NA	0.17	NA	NA	NA	NA	NA	NA	7.21	NA	17.73	0.6	NA	NA
e.median	Improved	4	C	2007-07-25	2007-07-31	NA	NA	NA	0.08	NA	NA	NA	NA	NA	NA	11.26	NA	33.12	0.88	NA	NA
e.median	Improved	7	C	2008-01-02	2008-01-14	2008-04-09	2008-05-16	8	7.94	11.39	17.01	42.62	19411.45	211	230.35	185.5	13.01	41.84	0.9	567.35	431.99
e.median	Improved	7	H	2008-01-02	2008-01-14	2008-04-02	2008-05-05	8.67	6.69	9.6	15.18	43.23	16232.33	198.57	233.54	173	14.41	41.48	1.01	523.13	395.95
e.median	Improved	8	C	2008-02-13	2008-02-24	2008-04-28	2008-06-01	8.02	6.04	8.7	12.9	42.1	17331.98	150	201.96	144.84	14.24	35.63	0.86	534.9	388.5
e.median	Improved	9	C	2008-03-10	2008-03-20	2008-05-11	2008-06-11	9.19	5.42	8.01	12.39	41.9	15235.87	158.49	192.96	136.57	14.24	33.53	0.88	488.2	370.95
e.median	Improved	9	H	2008-03-10	2008-03-20	2008-05-08	2008-06-05	9.84	4.83	7.42	10.73	41.15	14024.41	155.29	175.1	123.66	15.06	33.84	0.8	467.43	330.42
